"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S760","2020-03-01 06:00:00","1621.000","354.000","0.900","12.400","1.000","839.400","","0.000","-99.000","-99.000","-99.000","13.100","","12.400",""
"C0X160","2020-03-01 06:00:00","26.000","2.000","0.800","21.900","0.980","1011.100","","0.000","-99.000","-99.000","-99.000","23.500","","21.800",""
"C0C490","2020-03-01 06:00:00","157.000","0.000","0.000","20.000","0.810","995.900","","0.000","-99.000","-99.000","-99.000","20.800","","19.400",""
"C0F970","2020-03-01 06:00:00","145.000","104.000","2.400","19.000","0.850","996.800","","0.000","-99.000","-99.000","-99.000","21.300","","19.000",""
"C0R440","2020-03-01 06:00:00","1654.000","324.000","6.400","11.900","0.850","834.000","","0.000","-99.000","-99.000","-99.000","12.700","","10.600",""
"C0M690","2020-03-01 06:00:00","33.000","85.000","0.900","20.500","0.940","1009.500","","0.000","-99.000","-99.000","-99.000","22.900","","20.300",""
"C0V690","2020-03-01 06:00:00","30.000","35.000","0.700","23.700","0.810","1010.800","","0.000","-99.000","-99.000","-99.000","24.400","","22.900",""
"C0Z210","2020-03-01 06:00:00","126.000","0.000","0.000","19.400","0.990","1000.700","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0U770","2020-03-01 06:00:00","5.000","306.000","3.100","19.600","0.970","1013.300","","0.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0Z080","2020-03-01 06:00:00","298.000","0.000","0.000","18.700","0.990","979.800","","0.000","-99.000","-99.000","-99.000","19.000","","18.200",""
"C0G640","2020-03-01 06:00:00","17.000","0.000","0.000","19.100","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","21.000","","19.100",""
"C0X200","2020-03-01 06:00:00","61.000","0.000","0.200","18.300","0.990","1006.700","","0.000","-99.000","-99.000","-99.000","21.400","","18.300",""
"C0U900","2020-03-01 06:00:00","63.000","323.000","0.900","18.500","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","19.600","","18.300",""
"C0Z230","2020-03-01 06:00:00","31.000","315.000","3.200","21.900","0.670","1011.100","","0.500","-99.000","-99.000","-99.000","22.300","","20.200",""
"C0F9O0","2020-03-01 06:00:00","175.000","0.000","0.000","20.100","1.000","993.700","","0.000","-99.000","-99.000","-99.000","21.800","","19.600",""
"C0C540","2020-03-01 06:00:00","46.000","83.000","0.500","17.500","0.920","1008.700","","0.000","-99.000","-99.000","-99.000","19.800","","17.500",""
"C0G770","2020-03-01 06:00:00","15.000","71.000","0.800","21.200","0.890","1012.100","","0.000","-99.000","-99.000","-99.000","22.800","","21.200",""
"C0V670","2020-03-01 06:00:00","20.000","347.000","0.800","22.800","0.830","1011.200","","0.000","-99.000","-99.000","-99.000","24.200","","22.700",""
"C0A870","2020-03-01 06:00:00","685.000","269.000","6.700","17.100","0.960","934.400","","0.000","-99.000","-99.000","-99.000","18.900","","17.100",""
"C0R220","2020-03-01 06:00:00","23.000","12.000","0.900","20.800","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","23.200","","20.700",""
"C0Z220","2020-03-01 06:00:00","589.000","261.000","2.500","17.200","0.920","949.100","","0.000","-99.000","-99.000","-99.000","17.700","","16.800",""
"C0D560","2020-03-01 06:00:00","147.000","121.000","0.900","19.200","0.830","997.700","","0.000","-99.000","-99.000","-99.000","20.500","","18.600",""
"C0I380","2020-03-01 06:00:00","258.000","0.000","0.000","19.600","0.910","984.100","","0.000","-99.000","-99.000","-99.000","21.200","","18.900",""
"C0Z020","2020-03-01 06:00:00","211.000","326.000","1.100","19.300","0.990","989.000","","0.000","-99.000","-99.000","-99.000","20.000","","18.900",""
"C0Z190","2020-03-01 06:00:00","62.000","301.000","0.700","20.200","0.990","1006.400","","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0C710","2020-03-01 06:00:00","143.000","0.000","0.100","16.200","0.990","998.100","","0.000","-99.000","-99.000","-99.000","17.300","","15.500",""
"C0D360","2020-03-01 06:00:00","523.000","0.000","0.000","15.900","0.920","953.900","","0.000","-99.000","-99.000","-99.000","17.000","","15.100",""
"C0C680","2020-03-01 06:00:00","228.000","250.000","0.900","18.800","0.850","986.100","","0.000","-99.000","-99.000","-99.000","19.600","","18.200",""
"C0X140","2020-03-01 06:00:00","17.000","47.000","0.700","20.500","0.930","1011.200","","0.000","-99.000","-99.000","-99.000","22.800","","20.500",""
"C0V710","2020-03-01 06:00:00","34.000","0.000","0.000","23.500","0.810","1009.500","","0.000","-99.000","-99.000","-99.000","24.800","","23.400",""
"C0G840","2020-03-01 06:00:00","32.000","0.000","0.000","19.500","1.000","1009.800","","0.000","-99.000","-99.000","-99.000","22.500","","19.100",""
"C0S890","2020-03-01 06:00:00","238.000","0.000","0.000","19.900","0.970","989.800","","0.000","-99.000","-99.000","-99.000","20.400","","19.900",""
"C0T820","2020-03-01 06:00:00","550.000","0.000","0.000","15.200","0.890","956.300","","0.000","-99.000","-99.000","-99.000","17.500","","15.200",""
"C0F9I0","2020-03-01 06:00:00","194.000","0.000","0.000","19.500","0.870","991.300","","0.000","-99.000","-99.000","-99.000","21.100","","19.500",""
"C0C650","2020-03-01 06:00:00","208.000","0.000","0.000","18.400","0.860","990.000","","0.000","-99.000","-99.000","-99.000","19.800","","18.300",""
"C0R600","2020-03-01 06:00:00","766.000","7.000","0.900","19.000","0.870","927.800","","0.000","-99.000","-99.000","-99.000","20.100","","18.900",""
"C0Z320","2020-03-01 06:00:00","646.000","236.000","1.000","15.500","1.000","941.300","","0.000","-99.000","-99.000","-99.000","16.200","","14.600",""
"C0V210","2020-03-01 06:00:00","734.000","57.000","0.700","15.100","0.750","933.800","","0.000","-99.000","-99.000","-99.000","18.500","","14.900",""
"C0K240","2020-03-01 06:00:00","1132.000","110.000","1.400","15.500","0.860","892.700","","0.000","-99.000","-99.000","-99.000","16.000","","15.000",""
"C0M520","2020-03-01 06:00:00","15.000","62.000","1.100","20.200","0.920","1011.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.200",""
"C0A530","2020-03-01 06:00:00","300.000","0.000","0.000","16.100","0.990","979.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0E820","2020-03-01 06:00:00","220.000","0.000","0.200","16.700","0.930","989.300","","0.000","-99.000","-99.000","-99.000","18.300","","16.700",""
"C0K450","2020-03-01 06:00:00","35.000","89.000","1.200","20.400","0.860","1009.300","","0.000","-99.000","-99.000","-99.000","23.500","","20.400",""
"C0G760","2020-03-01 06:00:00","53.000","119.000","0.600","19.300","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","22.800","","19.000",""
"CM0120","2020-03-01 06:00:00","4.000","55.000","0.600","21.500","0.820","1013.400","","0.000","-99.000","-99.000","-99.000","22.300","","21.300",""
"C0Z290","2020-03-01 06:00:00","946.000","0.000","0.000","15.900","0.990","909.500","","0.000","-99.000","-99.000","-99.000","16.200","","15.500",""
"C0V680","2020-03-01 06:00:00","40.000","0.000","0.000","21.800","0.880","1008.900","","0.000","-99.000","-99.000","-99.000","23.900","","21.700",""
"C0F9U0","2020-03-01 06:00:00","74.000","149.000","0.500","21.800","0.830","1005.500","","0.000","-99.000","-99.000","-99.000","23.200","","21.200",""
"C0AI10","2020-03-01 06:00:00","76.000","176.000","0.900","18.000","0.960","1004.700","","0.000","-99.000","-99.000","-99.000","19.200","","17.900",""
"C0V530","2020-03-01 06:00:00","34.000","63.000","0.600","20.700","1.000","1009.500","","0.000","-99.000","-99.000","-99.000","22.800","","20.700",""
"C0R550","2020-03-01 06:00:00","38.000","351.000","1.500","19.900","0.990","1010.000","","0.000","-99.000","-99.000","-99.000","22.900","","19.900",""
"C0F9L0","2020-03-01 06:00:00","253.000","125.000","0.600","19.600","0.880","984.700","","0.000","-99.000","-99.000","-99.000","20.900","","18.900",""
"C0A950","2020-03-01 06:00:00","60.000","291.000","6.300","17.700","1.000","1007.200","","0.000","-99.000","-99.000","-99.000","21.100","","17.700",""
"C0R160","2020-03-01 06:00:00","45.000","7.000","1.100","20.200","0.990","1007.900","","0.000","-99.000","-99.000","-99.000","22.500","","20.200",""
"C0F9S0","2020-03-01 06:00:00","43.000","115.000","1.200","21.000","0.840","1009.500","","0.000","-99.000","-99.000","-99.000","23.100","","21.000",""
"C0M820","2020-03-01 06:00:00","980.000","0.000","0.200","14.200","0.680","906.800","","0.000","-99.000","-99.000","-99.000","16.900","","14.000",""
"C0G870","2020-03-01 06:00:00","12.000","0.000","0.000","19.400","0.930","1013.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0R530","2020-03-01 06:00:00","16.000","351.000","2.000","21.000","0.840","1011.700","","0.000","-99.000","-99.000","-99.000","24.000","","21.000",""
"C0O840","2020-03-01 06:00:00","134.000","30.000","1.100","21.600","0.900","996.800","","0.000","-99.000","-99.000","-99.000","22.400","","20.500",""
"C0A890","2020-03-01 06:00:00","40.000","0.000","0.000","16.900","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","18.000","","16.600",""
"C0A660","2020-03-01 06:00:00","97.000","0.000","0.000","17.400","0.980","1002.500","","0.000","-99.000","-99.000","-99.000","18.200","","16.900",""
"C0T9H0","2020-03-01 06:00:00","725.000","318.000","3.300","17.100","0.990","933.300","","0.000","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0R270","2020-03-01 06:00:00","51.000","12.000","1.900","22.000","0.990","1006.900","","0.000","-99.000","-99.000","-99.000","22.700","","21.600",""
"C0O980","2020-03-01 06:00:00","18.000","64.000","0.900","19.200","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","21.200","","19.000",""
"C0T9I0","2020-03-01 06:00:00","152.000","210.000","0.300","19.700","0.920","997.500","","0.500","-99.000","-99.000","-99.000","20.000","","19.600",""
"C0V760","2020-03-01 06:00:00","30.000","90.000","1.100","21.600","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","23.800","","21.500",""
"C0AG90","2020-03-01 06:00:00","25.000","0.000","0.000","18.800","0.940","1011.700","","0.000","-99.000","-99.000","-99.000","21.000","","18.800",""
"C0R570","2020-03-01 06:00:00","37.000","358.000","1.700","21.000","0.870","1008.200","","0.000","-99.000","-99.000","-99.000","23.500","","21.000",""
"C0O900","2020-03-01 06:00:00","9.000","27.000","0.500","19.700","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","22.200","","19.600",""
"C0AD00","2020-03-01 06:00:00","86.000","209.000","1.100","18.800","0.960","1004.400","","0.000","-99.000","-99.000","-99.000","20.500","","18.800",""
"C0V700","2020-03-01 06:00:00","24.000","271.000","0.600","23.500","0.820","1010.100","","0.000","-99.000","-99.000","-99.000","24.700","","23.500",""
"C0AH00","2020-03-01 06:00:00","38.000","0.000","0.000","17.700","1.000","1009.200","","0.000","-99.000","-99.000","-99.000","19.600","","17.700",""
"C0X080","2020-03-01 06:00:00","2.000","44.000","0.600","18.000","0.980","1013.500","","0.000","-99.000","-99.000","-99.000","19.700","","18.000",""
"C0G910","2020-03-01 06:00:00","42.000","0.000","0.000","20.800","0.890","1010.200","","0.000","-99.000","-99.000","-99.000","22.700","","20.800",""
"C0I480","2020-03-01 06:00:00","2165.000","0.000","0.200","8.300","0.970","789.000","","0.000","-99.000","-99.000","-99.000","10.400","","7.500",""
"C0A860","2020-03-01 06:00:00","362.000","32.000","2.000","15.700","1.000","972.200","","0.000","-99.000","-99.000","-99.000","19.700","","15.700",""
"C0U940","2020-03-01 06:00:00","25.000","275.000","0.700","18.600","0.870","1011.800","","0.000","-99.000","-99.000","-99.000","19.600","","18.500",""
"C0S970","2020-03-01 06:00:00","19.000","298.000","3.100","20.100","0.910","1011.200","","0.000","-99.000","-99.000","-99.000","20.800","","20.100",""
"C0V260","2020-03-01 06:00:00","126.000","0.000","0.000","18.900","0.990","999.600","","0.000","-99.000","-99.000","-99.000","21.900","","18.900",""
"C0H990","2020-03-01 06:00:00","3076.000","219.000","4.100","1.600","0.960","705.000","","0.000","-99.000","-99.000","-99.000","3.600","","1.000",""
"C0F9K0","2020-03-01 06:00:00","30.000","141.000","1.000","20.900","0.820","1009.200","","0.000","-99.000","-99.000","-99.000","22.200","","20.500",""
"C0AH90","2020-03-01 06:00:00","660.000","0.000","0.000","11.100","0.990","942.400","","0.000","-99.000","-99.000","-99.000","13.500","","11.100",""
"C0W150","2020-03-01 06:00:00","42.000","97.000","1.600","17.400","0.970","1009.100","","0.000","-99.000","-99.000","-99.000","18.800","","17.400",""
"C0F000","2020-03-01 06:00:00","273.000","0.000","0.100","19.300","0.990","980.800","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0K410","2020-03-01 06:00:00","20.000","61.000","1.800","21.500","0.860","1010.700","","0.000","-99.000","-99.000","-99.000","23.100","","20.800",""
"C0R140","2020-03-01 06:00:00","740.000","134.000","0.400","17.100","0.840","933.500","","0.000","-99.000","-99.000","-99.000","17.600","","16.600",""
"C0V800","2020-03-01 06:00:00","256.000","342.000","0.300","18.300","0.930","983.400","","0.000","-99.000","-99.000","-99.000","21.200","","18.300",""
"C0S830","2020-03-01 06:00:00","288.000","253.000","1.900","19.500","0.950","982.500","","0.000","-99.000","-99.000","-99.000","21.100","","19.500",""
"C0S920","2020-03-01 06:00:00","98.000","14.000","0.400","18.200","0.970","997.800","","0.000","-99.000","-99.000","-99.000","20.300","","18.100",""
"C0V640","2020-03-01 06:00:00","35.000","72.000","1.500","21.000","0.950","1009.900","","0.000","-99.000","-99.000","-99.000","23.300","","20.700",""
"C0AH80","2020-03-01 06:00:00","68.000","0.000","0.000","16.500","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","18.600","","16.500",""
"C0K250","2020-03-01 06:00:00","12.000","50.000","0.500","18.700","0.980","1012.800","","0.000","-99.000","-99.000","-99.000","20.700","","17.700",""
"C0R840","2020-03-01 06:00:00","536.000","277.000","3.000","18.600","-99.000","953.200","","3.000","-99.000","-99.000","-99.000","19.200","","18.500",""
"C0I410","2020-03-01 06:00:00","180.000","42.000","0.600","19.700","0.890","993.400","","0.000","-99.000","-99.000","-99.000","21.800","","19.200",""
"C0M410","2020-03-01 06:00:00","245.000","340.000","1.300","18.200","0.940","982.600","","0.000","-99.000","-99.000","-99.000","20.900","","18.000",""
"C0F9Z0","2020-03-01 06:00:00","3193.000","206.000","3.600","1.500","0.800","694.600","","0.000","-99.000","-99.000","-99.000","5.200","","1.500",""
"C0G810","2020-03-01 06:00:00","26.000","118.000","0.500","20.100","0.910","1010.900","","0.000","-99.000","-99.000","-99.000","23.600","","20.100",""
"C0U650","2020-03-01 06:00:00","442.000","126.000","0.600","18.300","0.760","964.000","","0.000","-99.000","-99.000","-99.000","18.500","","17.200",""
"C0D660","2020-03-01 06:00:00","65.000","22.000","0.400","19.300","0.870","1006.500","","0.000","-99.000","-99.000","-99.000","20.300","","18.900",""
"C0E540","2020-03-01 06:00:00","32.000","106.000","1.300","17.900","0.960","1010.500","","0.000","-99.000","-99.000","-99.000","18.200","","16.900",""
"C0W170","2020-03-01 06:00:00","42.000","29.000","7.500","12.800","0.980","1008.700","","0.000","-99.000","-99.000","-99.000","13.400","","12.500",""
"C0Z150","2020-03-01 06:00:00","27.000","238.000","2.000","20.500","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","21.400","","20.300",""
"C0S840","2020-03-01 06:00:00","22.000","265.000","1.300","19.300","1.000","1012.800","","0.500","-99.000","-99.000","-99.000","20.700","","19.300",""
"C0H9A0","2020-03-01 06:00:00","1595.000","272.000","1.000","11.800","0.740","846.900","","0.000","-99.000","-99.000","-99.000","13.900","","11.400",""
"C0Z300","2020-03-01 06:00:00","182.000","0.000","0.000","19.500","0.990","994.400","","0.000","-99.000","-99.000","-99.000","20.200","","19.500",""
"C0G730","2020-03-01 06:00:00","27.000","130.000","0.600","20.600","0.940","1011.600","","0.000","-99.000","-99.000","-99.000","22.000","","19.700",""
"C0V730","2020-03-01 06:00:00","33.000","0.000","0.100","22.100","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","24.000","","22.000",""
"C0SA00","2020-03-01 06:00:00","466.000","296.000","2.500","16.000","1.000","960.900","","0.500","-99.000","-99.000","-99.000","17.800","","16.000",""
"C0S900","2020-03-01 06:00:00","27.000","177.000","4.800","24.900","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","24.900","","21.200",""
"C0C480","2020-03-01 06:00:00","105.000","0.000","0.000","18.500","0.870","1001.900","","0.000","-99.000","-99.000","-99.000","20.400","","18.300",""
"C0V720","2020-03-01 06:00:00","15.000","60.000","1.400","22.300","0.870","1012.200","","0.000","-99.000","-99.000","-99.000","25.000","","22.300",""
"C0UA60","2020-03-01 06:00:00","566.000","284.000","0.900","17.600","0.870","949.600","","0.000","-99.000","-99.000","-99.000","17.800","","17.000",""
"C0C670","2020-03-01 06:00:00","250.000","201.000","0.900","19.700","0.780","985.800","","0.000","-99.000","-99.000","-99.000","20.200","","19.100",""
"C0K550","2020-03-01 06:00:00","15.000","0.000","0.000","20.100","0.920","1012.600","","0.000","-99.000","-99.000","-99.000","21.800","","20.100",""
"C0R350","2020-03-01 06:00:00","35.000","343.000","1.200","20.500","0.960","1009.900","","0.000","-99.000","-99.000","-99.000","21.000","","18.700",""
"C0T9F0","2020-03-01 06:00:00","251.000","324.000","0.400","19.600","0.930","985.100","","0.000","-99.000","-99.000","-99.000","20.100","","19.400",""
"C0D390","2020-03-01 06:00:00","146.000","0.000","0.000","17.500","0.950","996.000","","0.000","-99.000","-99.000","-99.000","19.000","","17.100",""
"C0E430","2020-03-01 06:00:00","258.000","186.000","1.200","16.700","0.930","988.300","","0.000","-99.000","-99.000","-99.000","18.200","","16.700",""
"C0O990","2020-03-01 06:00:00","18.000","0.000","0.100","19.200","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","21.800","","19.200",""
"CM0010","2020-03-01 06:00:00","68.000","147.000","0.400","18.400","0.880","1006.600","","0.000","-99.000","-99.000","-99.000","20.000","","18.100",""
"C0K500","2020-03-01 06:00:00","12.000","71.000","0.700","20.400","0.980","1011.500","","0.000","-99.000","-99.000","-99.000","22.500","","20.300",""
"C0X260","2020-03-01 06:00:00","39.000","60.000","1.700","20.400","0.940","1010.000","","0.000","-99.000","-99.000","-99.000","22.700","","20.400",""
"C0ACA0","2020-03-01 06:00:00","25.000","281.000","0.400","19.200","0.930","1010.200","","0.000","-99.000","-99.000","-99.000","20.900","","19.200",""
"C0X180","2020-03-01 06:00:00","62.000","108.000","0.500","20.500","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","22.000","","20.500",""
"C0F930","2020-03-01 06:00:00","100.000","104.000","0.600","19.300","0.960","1002.100","","0.000","-99.000","-99.000","-99.000","20.900","","19.300",""
"C0I010","2020-03-01 06:00:00","1562.000","152.000","0.400","12.200","0.620","849.300","","0.000","-99.000","-99.000","-99.000","14.400","","11.700",""
"C0R190","2020-03-01 06:00:00","32.000","0.000","0.000","18.800","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","21.700","","18.800",""
"C0E420","2020-03-01 06:00:00","19.000","0.000","0.000","17.800","0.940","1009.900","","0.000","-99.000","-99.000","-99.000","18.700","","17.200",""
"C0W160","2020-03-01 06:00:00","49.000","59.000","6.200","14.700","0.980","1005.600","","0.000","-99.000","-99.000","-99.000","19.500","","14.600",""
"C0I460","2020-03-01 06:00:00","110.000","184.000","1.600","19.800","0.950","1001.700","","0.000","-99.000","-99.000","-99.000","22.600","","19.800",""
"C0A9F0","2020-03-01 06:00:00","35.000","0.000","0.100","20.300","0.880","1010.400","","0.000","-99.000","-99.000","-99.000","21.300","","20.000",""
"C0F9A0","2020-03-01 06:00:00","425.000","0.000","0.000","19.800","0.820","966.100","","0.000","-99.000","-99.000","-99.000","21.400","","19.800",""
"C0O950","2020-03-01 06:00:00","4.000","0.000","0.000","20.400","0.980","1012.500","","0.000","-99.000","-99.000","-99.000","21.800","","20.300",""
"C0M760","2020-03-01 06:00:00","40.000","0.000","0.200","20.100","0.910","1009.600","","0.000","-99.000","-99.000","-99.000","23.100","","20.100",""
"C0AH70","2020-03-01 06:00:00","34.000","267.000","0.800","20.000","0.780","1010.500","","0.000","-99.000","-99.000","-99.000","21.700","","20.000",""
"C0V250","2020-03-01 06:00:00","298.000","28.000","1.300","17.700","0.980","979.700","","0.000","-99.000","-99.000","-99.000","19.800","","17.700",""
"C0U980","2020-03-01 06:00:00","573.000","249.000","3.300","15.600","1.000","950.100","","0.500","-99.000","-99.000","-99.000","17.600","","15.200",""
"C0S740","2020-03-01 06:00:00","289.000","9.000","0.300","18.800","0.960","982.200","","0.000","-99.000","-99.000","-99.000","19.700","","18.800",""
"C0A940","2020-03-01 06:00:00","49.000","0.000","0.100","17.600","0.990","1008.800","","0.000","-99.000","-99.000","-99.000","19.200","","17.200",""
"C0A920","2020-03-01 06:00:00","196.000","281.000","2.000","17.700","0.990","990.700","","0.000","-99.000","-99.000","-99.000","21.600","","17.700",""
"C0T870","2020-03-01 06:00:00","135.000","0.000","0.000","16.600","0.990","998.200","","0.000","-99.000","-99.000","-99.000","18.900","","16.400",""
"C0O930","2020-03-01 06:00:00","69.000","0.000","0.000","18.400","1.000","1007.100","","0.000","-99.000","-99.000","-99.000","21.500","","18.200",""
"C0AI40","2020-03-01 06:00:00","37.000","250.000","1.000","19.500","0.840","1010.000","","0.000","-99.000","-99.000","-99.000","21.800","","19.500",""
"C0C460","2020-03-01 06:00:00","482.000","0.000","0.000","16.400","0.840","960.600","","0.000","-99.000","-99.000","-99.000","19.200","","16.400",""
"C0E520","2020-03-01 06:00:00","320.000","0.000","0.200","15.300","1.000","979.000","","0.000","-99.000","-99.000","-99.000","16.900","","15.300",""
"C0T9D0","2020-03-01 06:00:00","7.000","343.000","0.300","19.500","1.000","1013.500","","0.000","-99.000","-99.000","-99.000","20.700","","19.200",""
"C0I390","2020-03-01 06:00:00","1184.000","92.000","1.400","14.000","0.680","887.300","","0.000","-99.000","-99.000","-99.000","16.300","","13.500",""
"CM0170","2020-03-01 06:00:00","106.000","86.000","1.600","18.200","0.990","1003.200","","0.000","-99.000","-99.000","-99.000","21.600","","18.000",""
"C0F860","2020-03-01 06:00:00","2215.000","207.000","1.300","8.600","1.000","781.100","","0.000","-99.000","-99.000","-99.000","10.300","","8.200",""
"C0U890","2020-03-01 06:00:00","116.000","253.000","2.100","18.800","0.990","1001.400","","0.000","-99.000","-99.000","-99.000","19.400","","18.400",""
"C0G800","2020-03-01 06:00:00","15.000","0.000","0.000","20.100","0.990","1012.200","","0.000","-99.000","-99.000","-99.000","21.800","","20.100",""
"C0F850","2020-03-01 06:00:00","379.000","0.000","0.000","17.200","0.960","970.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.200",""
"C0AH50","2020-03-01 06:00:00","275.000","295.000","2.100","18.000","0.970","982.300","","0.000","-99.000","-99.000","-99.000","20.700","","18.000",""
"C0Z160","2020-03-01 06:00:00","124.000","186.000","0.400","18.900","0.940","1000.600","","0.000","-99.000","-99.000","-99.000","20.500","","18.900",""
"C0R540","2020-03-01 06:00:00","17.000","347.000","1.300","21.100","0.940","1011.400","","0.000","-99.000","-99.000","-99.000","24.000","","21.100",""
"C0K480","2020-03-01 06:00:00","56.000","94.000","1.500","20.700","0.990","1007.400","","0.000","-99.000","-99.000","-99.000","23.200","","20.500",""
"C0H890","2020-03-01 06:00:00","440.000","0.000","0.000","18.200","0.930","964.100","","0.000","-99.000","-99.000","-99.000","19.900","","18.200",""
"C0S770","2020-03-01 06:00:00","375.000","290.000","0.300","17.300","1.000","971.000","","0.000","-99.000","-99.000","-99.000","18.000","","17.000",""
"C0X230","2020-03-01 06:00:00","29.000","29.000","1.400","19.700","0.940","1012.000","","0.000","-99.000","-99.000","-99.000","22.100","","19.700",""
"C0B010","2020-03-01 06:00:00","38.000","108.000","0.900","17.700","0.990","1007.400","","0.000","-99.000","-99.000","-99.000","19.200","","17.700",""
"C0R490","2020-03-01 06:00:00","49.000","0.000","0.000","21.000","0.940","1007.600","","0.000","-99.000","-99.000","-99.000","23.600","","21.000",""
"C0V440","2020-03-01 06:00:00","27.000","0.000","0.000","20.900","0.900","1010.100","","0.000","-99.000","-99.000","-99.000","23.200","","20.600",""
"C0SA40","2020-03-01 06:00:00","200.000","0.000","0.000","19.600","0.980","991.700","","0.000","-99.000","-99.000","-99.000","20.100","","19.200",""
"C0Z280","2020-03-01 06:00:00","224.000","204.000","0.900","19.400","0.990","989.700","","0.000","-99.000","-99.000","-99.000","19.900","","19.300",""
"C0Z070","2020-03-01 06:00:00","247.000","0.000","0.000","19.100","0.990","985.500","","0.000","-99.000","-99.000","-99.000","19.600","","19.000",""
"CM0180","2020-03-01 06:00:00","313.000","284.000","0.300","18.300","0.780","979.300","","0.000","-99.000","-99.000","-99.000","20.700","","17.900",""
"C0T9N0","2020-03-01 06:00:00","261.000","58.000","0.300","19.500","0.960","984.600","","0.000","-99.000","-99.000","-99.000","20.000","","19.300",""
"C0K470","2020-03-01 06:00:00","97.000","108.000","1.300","18.500","0.990","1003.000","","0.000","-99.000","-99.000","-99.000","21.400","","18.500",""
"C0R720","2020-03-01 06:00:00","214.000","195.000","2.000","20.400","0.940","989.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.000",""
"C0V650","2020-03-01 06:00:00","28.000","70.000","1.100","21.400","0.900","1012.400","","0.000","-99.000","-99.000","-99.000","23.100","","21.400",""
"C0H9C0","2020-03-01 06:00:00","3402.000","230.000","1.300","0.000","0.970","674.900","","0.000","-99.000","-99.000","-99.000","3.400","","-0.200",""
"C0U780","2020-03-01 06:00:00","15.000","249.000","0.900","19.500","0.970","1012.400","","0.000","-99.000","-99.000","-99.000","21.200","","19.400",""
"C0U760","2020-03-01 06:00:00","22.000","0.000","0.000","18.900","0.990","1012.600","","0.000","-99.000","-99.000","-99.000","19.800","","18.600",""
"C0X290","2020-03-01 06:00:00","10.000","43.000","1.000","22.100","0.920","1012.700","","0.000","-99.000","-99.000","-99.000","22.600","","21.600",""
"C0E830","2020-03-01 06:00:00","37.000","126.000","1.200","19.600","0.850","1009.500","","0.000","-99.000","-99.000","-99.000","19.700","","18.700",""
"C0K330","2020-03-01 06:00:00","38.000","128.000","0.600","20.200","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","22.900","","20.200",""
"C0M660","2020-03-01 06:00:00","40.000","71.000","2.100","20.100","0.930","1010.000","","0.000","-99.000","-99.000","-99.000","22.700","","20.100",""
"C0D580","2020-03-01 06:00:00","120.000","101.000","0.300","16.100","0.980","1000.400","","0.000","-99.000","-99.000","-99.000","17.600","","16.000",""
"C0R640","2020-03-01 06:00:00","21.000","37.000","1.500","22.100","0.950","1012.100","","0.000","-99.000","-99.000","-99.000","24.400","","22.100",""
"C0G830","2020-03-01 06:00:00","27.000","123.000","1.500","20.400","1.000","1009.300","","0.000","-99.000","-99.000","-99.000","22.500","","20.400",""
"C0A550","2020-03-01 06:00:00","422.000","0.000","0.000","14.800","1.000","966.500","","0.000","-99.000","-99.000","-99.000","15.700","","14.800",""
"C0G750","2020-03-01 06:00:00","31.000","85.000","0.800","20.300","0.920","1011.400","","0.000","-99.000","-99.000","-99.000","21.700","","20.000",""
"C0Z270","2020-03-01 06:00:00","343.000","0.000","0.000","18.500","0.990","975.100","","0.000","-99.000","-99.000","-99.000","19.800","","18.400",""
"C0UA30","2020-03-01 06:00:00","1397.000","220.000","1.200","13.300","0.910","861.300","","0.000","-99.000","-99.000","-99.000","14.400","","13.100",""
"C0I080","2020-03-01 06:00:00","536.000","0.000","0.000","17.700","0.840","956.900","","0.000","-99.000","-99.000","-99.000","18.700","","17.600",""
