"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A560","2020-03-01 00:00:00","405.000","0.000","0.000","15.000","1.000","969.500","","0.000","-99.000","-99.000","-99.000","26.700","","13.100",""
"C0X190","2020-03-01 00:00:00","10.000","22.000","1.500","23.400","0.810","1012.600","","0.500","-99.000","-99.000","-99.000","27.500","","20.700",""
"C0S950","2020-03-01 00:00:00","415.000","244.000","1.900","18.700","1.000","967.100","","11.000","-99.000","-99.000","-99.000","24.000","","17.700",""
"C0A880","2020-03-01 00:00:00","6.000","0.000","0.000","19.400","0.930","1012.600","","0.000","-99.000","-99.000","-99.000","27.000","","17.900",""
"C0I530","2020-03-01 00:00:00","3014.000","227.000","7.700","2.800","0.700","701.300","","0.000","-99.000","-99.000","-99.000","8.900","","0.900",""
"C0M670","2020-03-01 00:00:00","43.000","0.000","0.200","23.100","0.800","1008.600","","0.000","-99.000","-99.000","-99.000","29.100","","18.500",""
"C0Z061","2020-03-01 00:00:00","174.000","0.000","0.200","19.800","0.990","997.900","","1.000","-99.000","-99.000","-99.000","27.800","","19.300",""
"C0M730","2020-03-01 00:00:00","40.000","0.000","0.000","23.900","0.780","1008.800","","0.000","-99.000","-99.000","-99.000","30.400","","19.300",""
"C0U750","2020-03-01 00:00:00","398.000","193.000","4.400","18.100","1.000","968.800","","0.000","-99.000","-99.000","-99.000","21.900","","16.900",""
"C0A650","2020-03-01 00:00:00","287.000","0.000","0.000","16.600","1.000","982.200","","1.000","-99.000","-99.000","-99.000","26.400","","15.400",""
"C0I370","2020-03-01 00:00:00","671.000","0.000","0.000","18.700","0.880","940.000","","0.000","-99.000","-99.000","-99.000","23.700","","14.500",""
"C0S750","2020-03-01 00:00:00","2280.000","0.000","0.200","10.600","1.000","774.500","","0.500","-99.000","-99.000","-99.000","15.300","","6.500",""
"C0R650","2020-03-01 00:00:00","29.000","357.000","1.000","23.100","0.990","1011.800","","0.000","-99.000","-99.000","-99.000","28.400","","20.400",""
"C0E740","2020-03-01 00:00:00","27.000","251.000","0.300","17.800","1.000","1005.100","","0.000","-99.000","-99.000","-99.000","26.500","","14.500",""
"C0AI20","2020-03-01 00:00:00","25.000","171.000","2.300","19.300","0.860","1011.500","","0.000","-99.000","-99.000","-99.000","23.000","","14.900",""
"C0E550","2020-03-01 00:00:00","84.000","99.000","0.600","18.300","0.990","1005.400","","0.000","-99.000","-99.000","-99.000","26.300","","14.900",""
"C0X060","2020-03-01 00:00:00","19.000","48.000","0.600","20.800","0.910","1013.600","","0.000","-99.000","-99.000","-99.000","30.300","","17.300",""
"C0R510","2020-03-01 00:00:00","31.000","18.000","1.000","24.200","0.760","1010.900","","0.000","-99.000","-99.000","-99.000","29.600","","21.200",""
"C0AC60","2020-03-01 00:00:00","55.000","154.000","2.100","19.700","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","27.100","","16.600",""
"C0UA70","2020-03-01 00:00:00","547.000","153.000","0.700","18.200","0.990","953.600","","0.000","-99.000","-99.000","-99.000","24.700","","16.500",""
"C0G740","2020-03-01 00:00:00","24.000","297.000","0.300","22.100","0.860","1011.600","","0.000","-99.000","-99.000","-99.000","26.700","","18.600",""
"C0F9N0","2020-03-01 00:00:00","75.000","115.000","0.900","22.700","0.770","1005.100","","0.000","-99.000","-99.000","-99.000","29.000","","19.600",""
"C0F9T0","2020-03-01 00:00:00","111.000","303.000","0.600","22.600","0.830","1000.700","","0.000","-99.000","-99.000","-99.000","27.400","","18.900",""
"C0S710","2020-03-01 00:00:00","382.000","254.000","0.600","18.600","0.980","972.400","","3.000","-99.000","-99.000","-99.000","24.500","","17.500",""
"C0M680","2020-03-01 00:00:00","37.000","0.000","0.000","22.700","0.870","1011.500","","0.000","-99.000","-99.000","-99.000","29.100","","19.000",""
"C0X220","2020-03-01 00:00:00","26.000","107.000","0.700","22.600","0.810","1011.100","","0.000","-99.000","-99.000","-99.000","27.700","","19.400",""
"C0R560","2020-03-01 00:00:00","22.000","0.000","0.000","23.600","0.780","1012.100","","0.000","-99.000","-99.000","-99.000","29.000","","20.500",""
"C0F9P0","2020-03-01 00:00:00","26.000","86.000","0.700","22.200","0.860","1011.800","","0.000","-99.000","-99.000","-99.000","27.100","","18.600",""
"C0O970","2020-03-01 00:00:00","71.000","0.000","0.000","21.000","0.910","1006.200","","0.000","-99.000","-99.000","-99.000","31.800","","18.000",""
"C0R700","2020-03-01 00:00:00","19.000","53.000","3.000","21.700","0.850","1012.600","","0.000","-99.000","-99.000","-99.000","28.300","","21.300",""
"C0R620","2020-03-01 00:00:00","34.000","35.000","1.600","21.000","0.940","1011.300","","10.500","-99.000","-99.000","-99.000","26.600","","20.500",""
"C0C660","2020-03-01 00:00:00","176.000","133.000","0.900","21.100","0.800","994.300","","0.000","-99.000","-99.000","-99.000","25.900","","15.900",""
"C0SA10","2020-03-01 00:00:00","411.000","304.000","1.500","19.100","0.970","968.600","","5.500","-99.000","-99.000","-99.000","26.700","","18.000",""
"C0M740","2020-03-01 00:00:00","15.000","0.000","0.000","22.600","0.850","1011.700","","0.000","-99.000","-99.000","-99.000","28.500","","18.700",""
"C0K460","2020-03-01 00:00:00","60.000","0.000","0.000","23.400","0.780","1006.200","","0.000","-99.000","-99.000","-99.000","28.100","","18.800",""
"C0X100","2020-03-01 00:00:00","10.000","50.000","1.300","24.100","0.760","1011.400","","0.000","-99.000","-99.000","-99.000","29.100","","21.400",""
"C0K560","2020-03-01 00:00:00","117.000","0.000","0.000","21.900","0.820","1001.300","","0.000","-99.000","-99.000","-99.000","29.200","","17.600",""
"C0R150","2020-03-01 00:00:00","105.000","81.000","1.800","22.800","0.990","1000.800","","1.000","-99.000","-99.000","-99.000","29.500","","20.600",""
"C0S690","2020-03-01 00:00:00","522.000","0.000","0.200","18.500","0.940","955.800","","6.500","-99.000","-99.000","-99.000","27.100","","17.800",""
"C0U870","2020-03-01 00:00:00","474.000","40.000","0.500","17.900","0.880","961.900","","0.000","-99.000","-99.000","-99.000","23.700","","17.500",""
"C0A520","2020-03-01 00:00:00","48.000","0.000","0.100","20.000","0.910","1009.300","","0.000","-99.000","-99.000","-99.000","27.800","","16.600",""
"C0X130","2020-03-01 00:00:00","27.000","73.000","1.500","23.800","0.820","1010.400","","0.000","-99.000","-99.000","-99.000","29.900","","20.400",""
"C0V400","2020-03-01 00:00:00","56.000","49.000","1.800","22.900","0.890","1007.200","","0.000","-99.000","-99.000","-99.000","29.400","","19.600",""
"C0UA40","2020-03-01 00:00:00","1121.000","0.000","0.000","15.000","0.920","890.700","","5.000","-99.000","-99.000","-99.000","18.000","","13.900",""
"C0G720","2020-03-01 00:00:00","50.000","168.000","0.800","22.400","0.840","1007.900","","0.000","-99.000","-99.000","-99.000","28.200","","18.800",""
"C0G890","2020-03-01 00:00:00","24.000","0.000","0.000","22.600","0.920","1011.000","","0.000","-99.000","-99.000","-99.000","25.700","","19.600",""
"C0I540","2020-03-01 00:00:00","3344.000","-99.000","-99.000","3.400","0.940","682.900","","-99.000","-99.000","-99.000","-99.000","8.100","","0.700",""
"C0K390","2020-03-01 00:00:00","31.000","148.000","0.600","22.600","0.830","1010.500","","0.000","-99.000","-99.000","-99.000","28.000","","18.700",""
"C0T9A0","2020-03-01 00:00:00","498.000","0.000","0.000","17.800","0.990","958.700","","1.000","-99.000","-99.000","-99.000","22.100","","17.400",""
"C0AH40","2020-03-01 00:00:00","426.000","0.000","0.000","19.700","0.910","965.000","","0.000","-99.000","-99.000","-99.000","25.100","","17.100",""
"C0X280","2020-03-01 00:00:00","22.000","0.000","0.000","22.700","0.810","1011.900","","0.000","-99.000","-99.000","-99.000","27.600","","19.500",""
"C0V620","2020-03-01 00:00:00","18.000","36.000","1.500","23.100","0.820","1012.000","","0.000","-99.000","-99.000","-99.000","27.300","","20.100",""
"C0H960","2020-03-01 00:00:00","120.000","186.000","1.500","22.600","0.880","999.100","","0.000","-99.000","-99.000","-99.000","28.600","","18.500",""
"C0M530","2020-03-01 00:00:00","1385.000","121.000","0.300","14.700","0.600","869.400","","0.000","-99.000","-99.000","-99.000","20.100","","12.000",""
"C0R170","2020-03-01 00:00:00","26.000","0.000","0.000","22.200","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","29.700","","20.100",""
"C0I420","2020-03-01 00:00:00","305.000","0.000","0.000","20.400","0.860","979.700","","0.000","-99.000","-99.000","-99.000","27.800","","15.700",""
"C0A640","2020-03-01 00:00:00","241.000","0.000","0.000","18.000","0.960","989.200","","1.000","-99.000","-99.000","-99.000","26.400","","16.700",""
"C0A930","2020-03-01 00:00:00","216.000","314.000","1.200","17.500","0.990","988.100","","0.000","-99.000","-99.000","-99.000","24.600","","15.500",""
"C0F9M0","2020-03-01 00:00:00","230.000","22.000","0.400","20.900","0.830","987.600","","0.000","-99.000","-99.000","-99.000","26.700","","17.500",""
"C0AC40","2020-03-01 00:00:00","1079.000","251.000","5.200","14.800","0.990","894.500","","0.000","-99.000","-99.000","-99.000","19.500","","12.800",""
"C0AI00","2020-03-01 00:00:00","188.000","114.000","0.700","19.600","0.910","993.900","","0.000","-99.000","-99.000","-99.000","27.600","","17.600",""
"C0T9M0","2020-03-01 00:00:00","92.000","320.000","1.500","20.700","0.980","1006.000","","8.000","-99.000","-99.000","-99.000","26.800","","19.900",""
"C0S960","2020-03-01 00:00:00","32.000","0.000","0.200","22.100","0.870","1010.500","","9.500","-99.000","-99.000","-99.000","26.100","","20.700",""
"C0K430","2020-03-01 00:00:00","30.000","126.000","1.400","22.200","0.970","1011.600","","0.000","-99.000","-99.000","-99.000","28.100","","18.300",""
"C0Z170","2020-03-01 00:00:00","199.000","222.000","0.300","20.500","0.990","993.600","","0.000","-99.000","-99.000","-99.000","28.300","","19.400",""
"C0Z100","2020-03-01 00:00:00","36.000","0.000","0.200","20.600","0.970","1012.300","","0.000","-99.000","-99.000","-99.000","28.100","","19.600",""
"C0U710","2020-03-01 00:00:00","1942.000","249.000","0.500","8.800","0.990","808.600","","2.000","-99.000","-99.000","-99.000","13.600","","7.600",""
"C0SA30","2020-03-01 00:00:00","92.000","316.000","0.800","20.700","0.910","1004.800","","3.500","-99.000","-99.000","-99.000","24.600","","20.400",""
"C0V500","2020-03-01 00:00:00","6.000","0.000","0.100","24.000","0.860","1011.900","","0.000","-99.000","-99.000","-99.000","27.800","","22.500",""
"CM0160","2020-03-01 00:00:00","159.000","0.000","0.100","21.200","0.820","997.300","","0.000","-99.000","-99.000","-99.000","30.200","","17.500",""
"C0V350","2020-03-01 00:00:00","36.000","265.000","1.000","21.500","0.930","1011.200","","0.000","-99.000","-99.000","-99.000","30.800","","18.600",""
"C0W120","2020-03-01 00:00:00","58.000","-99.000","-99.000","21.800","0.860","1007.600","","0.000","-99.000","-99.000","-99.000","26.000","","19.700",""
"C0R470","2020-03-01 00:00:00","103.000","1.000","1.300","23.000","0.840","1002.900","","0.000","-99.000","-99.000","-99.000","29.900","","20.800",""
"C0M770","2020-03-01 00:00:00","164.000","156.000","0.400","22.500","0.830","994.900","","0.000","-99.000","-99.000","-99.000","28.300","","19.200",""
"C0S930","2020-03-01 00:00:00","248.000","226.000","0.500","20.200","0.930","986.900","","0.500","-99.000","-99.000","-99.000","26.400","","18.900",""
"C0F9Y0","2020-03-01 00:00:00","3313.000","214.000","5.700","3.400","0.940","685.400","","0.000","-99.000","-99.000","-99.000","10.800","","1.700",""
"C0E790","2020-03-01 00:00:00","344.000","139.000","0.700","19.300","1.000","974.600","","0.000","-99.000","-99.000","-99.000","26.200","","16.000",""
"C0O810","2020-03-01 00:00:00","161.000","0.000","0.000","21.800","0.990","997.000","","0.000","-99.000","-99.000","-99.000","30.600","","19.000",""
"C0R520","2020-03-01 00:00:00","18.000","20.000","0.600","24.100","0.840","1012.200","","0.000","-99.000","-99.000","-99.000","28.200","","20.700",""
"C0G880","2020-03-01 00:00:00","92.000","58.000","0.300","22.700","0.750","1003.400","","0.000","-99.000","-99.000","-99.000","28.500","","19.100",""
"C0R260","2020-03-01 00:00:00","76.000","111.000","0.700","21.800","0.990","1005.300","","1.000","-99.000","-99.000","-99.000","29.800","","20.800",""
"C0U950","2020-03-01 00:00:00","1012.000","96.000","1.300","15.100","1.000","904.000","","1.000","-99.000","-99.000","-99.000","19.200","","13.800",""
"C0O860","2020-03-01 00:00:00","38.000","0.000","0.200","23.000","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","30.200","","19.600",""
"C0R320","2020-03-01 00:00:00","7.000","135.000","1.000","20.500","0.950","1013.900","","13.000","-99.000","-99.000","-99.000","29.000","","20.300",""
"C0S980","2020-03-01 00:00:00","901.000","247.000","2.500","17.300","0.980","914.300","","13.500","-99.000","-99.000","-99.000","20.400","","16.400",""
"C0X110","2020-03-01 00:00:00","20.000","81.000","1.200","24.300","0.750","1012.100","","0.000","-99.000","-99.000","-99.000","28.300","","21.600",""
"C0V310","2020-03-01 00:00:00","46.000","0.000","0.100","23.200","0.810","1008.100","","0.000","-99.000","-99.000","-99.000","31.200","","20.700",""
"C0G620","2020-03-01 00:00:00","110.000","213.000","0.800","21.300","0.910","1000.900","","0.000","-99.000","-99.000","-99.000","29.800","","17.700",""
"C0AD50","2020-03-01 00:00:00","84.000","93.000","1.300","19.900","1.000","1005.300","","0.000","-99.000","-99.000","-99.000","26.700","","16.700",""
"C0A9A0","2020-03-01 00:00:00","24.000","0.000","0.200","21.300","0.850","1011.800","","0.000","-99.000","-99.000","-99.000","27.700","","18.000",""
"C0O830","2020-03-01 00:00:00","127.000","118.000","0.400","21.100","0.990","1000.100","","0.000","-99.000","-99.000","-99.000","30.500","","18.600",""
"C0S760","2020-03-01 00:00:00","1621.000","196.000","0.600","13.000","1.000","840.200","","1.500","-99.000","-99.000","-99.000","15.600","","10.900",""
"C0X160","2020-03-01 00:00:00","26.000","30.000","1.500","23.600","0.890","1011.600","","0.000","-99.000","-99.000","-99.000","29.500","","20.500",""
"C0C490","2020-03-01 00:00:00","157.000","204.000","0.700","20.800","0.810","996.200","","0.000","-99.000","-99.000","-99.000","27.300","","17.200",""
"C0F970","2020-03-01 00:00:00","145.000","102.000","1.700","21.200","0.770","996.700","","0.000","-99.000","-99.000","-99.000","27.300","","18.100",""
"C0R440","2020-03-01 00:00:00","1654.000","169.000","1.100","12.700","1.000","834.900","","7.000","-99.000","-99.000","-99.000","14.900","","12.000",""
"C0M690","2020-03-01 00:00:00","33.000","0.000","0.000","23.000","0.840","1009.600","","0.000","-99.000","-99.000","-99.000","28.600","","18.600",""
"C0V690","2020-03-01 00:00:00","30.000","319.000","0.300","24.400","0.840","1011.300","","0.000","-99.000","-99.000","-99.000","27.000","","22.100",""
"C0Z210","2020-03-01 00:00:00","126.000","0.000","0.000","19.600","0.990","1001.600","","1.000","-99.000","-99.000","-99.000","26.600","","18.600",""
"C0U770","2020-03-01 00:00:00","5.000","313.000","1.100","20.100","0.990","1014.600","","1.000","-99.000","-99.000","-99.000","24.700","","19.400",""
"C0Z080","2020-03-01 00:00:00","298.000","344.000","0.900","18.900","0.990","980.800","","0.500","-99.000","-99.000","-99.000","26.700","","17.700",""
"C0G640","2020-03-01 00:00:00","17.000","0.000","0.000","20.500","0.930","1014.300","","0.000","-99.000","-99.000","-99.000","27.200","","17.300",""
"C0X200","2020-03-01 00:00:00","61.000","193.000","0.900","21.500","0.950","1007.000","","0.000","-99.000","-99.000","-99.000","29.500","","17.900",""
"C0U900","2020-03-01 00:00:00","63.000","285.000","0.600","19.600","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","25.500","","18.900",""
"C0Z230","2020-03-01 00:00:00","31.000","314.000","1.400","21.000","0.910","1012.400","","10.500","-99.000","-99.000","-99.000","24.100","","19.700",""
"C0F9O0","2020-03-01 00:00:00","175.000","0.000","0.200","21.800","0.960","993.700","","0.000","-99.000","-99.000","-99.000","28.300","","18.300",""
"C0C540","2020-03-01 00:00:00","46.000","0.000","0.000","19.900","0.860","1008.900","","0.000","-99.000","-99.000","-99.000","28.100","","16.400",""
"C0G770","2020-03-01 00:00:00","15.000","256.000","0.300","23.000","0.830","1012.200","","0.000","-99.000","-99.000","-99.000","27.800","","19.300",""
"C0V670","2020-03-01 00:00:00","20.000","4.000","1.300","24.100","0.780","1011.700","","0.000","-99.000","-99.000","-99.000","28.300","","21.700",""
"C0A870","2020-03-01 00:00:00","685.000","278.000","1.900","18.500","0.850","935.800","","0.000","-99.000","-99.000","-99.000","22.700","","17.100",""
"C0R220","2020-03-01 00:00:00","23.000","0.000","0.000","23.600","1.000","1011.600","","0.000","-99.000","-99.000","-99.000","28.500","","20.600",""
"C0Z220","2020-03-01 00:00:00","589.000","249.000","1.100","17.500","1.000","949.900","","0.000","-99.000","-99.000","-99.000","21.600","","15.900",""
"C0D560","2020-03-01 00:00:00","147.000","127.000","1.300","20.400","0.800","997.800","","0.000","-99.000","-99.000","-99.000","27.500","","16.900",""
"C0I380","2020-03-01 00:00:00","258.000","0.000","0.000","21.300","0.890","984.100","","0.000","-99.000","-99.000","-99.000","28.200","","17.200",""
"C0Z020","2020-03-01 00:00:00","211.000","3.000","2.400","20.000","0.990","989.600","","2.500","-99.000","-99.000","-99.000","26.000","","18.600",""
"C0Z190","2020-03-01 00:00:00","62.000","320.000","1.300","21.200","0.990","1007.300","","4.500","-99.000","-99.000","-99.000","24.800","","19.400",""
"C0C710","2020-03-01 00:00:00","143.000","0.000","0.100","17.300","0.990","998.400","","0.000","-99.000","-99.000","-99.000","26.000","","13.600",""
"C0D360","2020-03-01 00:00:00","523.000","0.000","0.000","16.000","0.930","954.200","","0.000","-99.000","-99.000","-99.000","24.200","","13.500",""
"C0C680","2020-03-01 00:00:00","228.000","123.000","0.600","19.700","0.850","986.600","","0.000","-99.000","-99.000","-99.000","25.800","","16.600",""
"C0X140","2020-03-01 00:00:00","17.000","0.000","0.000","22.900","0.840","1011.600","","0.000","-99.000","-99.000","-99.000","30.500","","19.800",""
"C0V710","2020-03-01 00:00:00","34.000","140.000","0.700","24.500","0.780","1010.000","","0.000","-99.000","-99.000","-99.000","28.200","","22.500",""
"C0G840","2020-03-01 00:00:00","32.000","0.000","0.200","22.500","0.860","1009.800","","0.000","-99.000","-99.000","-99.000","29.400","","17.900",""
"C0S890","2020-03-01 00:00:00","238.000","22.000","0.800","20.500","0.970","990.300","","0.500","-99.000","-99.000","-99.000","27.800","","18.900",""
"C0T820","2020-03-01 00:00:00","550.000","0.000","0.000","17.400","0.890","956.700","","0.000","-99.000","-99.000","-99.000","25.000","","14.200",""
"C0F9I0","2020-03-01 00:00:00","194.000","0.000","0.000","21.300","0.870","991.600","","0.000","-99.000","-99.000","-99.000","26.000","","17.800",""
"C0C650","2020-03-01 00:00:00","208.000","218.000","0.900","19.300","0.840","990.400","","0.000","-99.000","-99.000","-99.000","25.100","","15.300",""
"C0R600","2020-03-01 00:00:00","766.000","0.000","0.000","20.000","0.870","928.600","","5.000","-99.000","-99.000","-99.000","22.800","","17.500",""
"C0Z320","2020-03-01 00:00:00","646.000","0.000","0.000","16.300","1.000","942.100","","0.000","-99.000","-99.000","-99.000","24.800","","14.100",""
"C0V210","2020-03-01 00:00:00","734.000","0.000","0.000","18.500","0.770","933.700","","0.000","-99.000","-99.000","-99.000","27.700","","14.400",""
"C0K240","2020-03-01 00:00:00","1132.000","0.000","0.100","16.000","0.990","892.800","","0.000","-99.000","-99.000","-99.000","22.600","","14.400",""
"C0M520","2020-03-01 00:00:00","15.000","37.000","0.300","22.100","0.880","1012.000","","0.000","-99.000","-99.000","-99.000","28.100","","17.800",""
"C0A530","2020-03-01 00:00:00","300.000","0.000","0.000","17.200","0.990","980.800","","0.000","-99.000","-99.000","-99.000","26.300","","15.800",""
"C0E820","2020-03-01 00:00:00","220.000","214.000","0.300","18.400","0.910","989.300","","0.000","-99.000","-99.000","-99.000","25.500","","14.400",""
"C0G760","2020-03-01 00:00:00","53.000","0.000","0.000","22.400","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","28.400","","18.000",""
"CM0120","2020-03-01 00:00:00","4.000","17.000","0.300","22.200","0.800","1013.700","","0.000","-99.000","-99.000","-99.000","26.400","","19.200",""
"C0Z290","2020-03-01 00:00:00","946.000","0.000","0.000","16.000","0.990","910.400","","0.500","-99.000","-99.000","-99.000","21.000","","14.800",""
"C0V680","2020-03-01 00:00:00","40.000","6.000","0.700","24.200","0.840","1009.300","","0.000","-99.000","-99.000","-99.000","28.800","","21.000",""
"C0F9U0","2020-03-01 00:00:00","74.000","243.000","0.800","23.200","0.810","1005.400","","0.000","-99.000","-99.000","-99.000","28.600","","19.700",""
"C0AI10","2020-03-01 00:00:00","76.000","201.000","0.600","19.000","0.970","1005.500","","1.000","-99.000","-99.000","-99.000","27.100","","17.800",""
"C0V530","2020-03-01 00:00:00","34.000","60.000","1.000","22.600","1.000","1009.900","","0.000","-99.000","-99.000","-99.000","29.300","","18.700",""
"C0R550","2020-03-01 00:00:00","38.000","71.000","1.300","23.000","0.880","1010.400","","0.000","-99.000","-99.000","-99.000","28.300","","19.700",""
"C0F9L0","2020-03-01 00:00:00","253.000","1.000","0.500","20.700","0.840","985.000","","0.000","-99.000","-99.000","-99.000","26.600","","18.600",""
"C0A950","2020-03-01 00:00:00","60.000","125.000","1.600","19.200","1.000","1008.100","","0.000","-99.000","-99.000","-99.000","23.900","","16.400",""
"C0R160","2020-03-01 00:00:00","45.000","0.000","0.200","22.500","0.990","1008.300","","0.000","-99.000","-99.000","-99.000","29.100","","19.500",""
"C0M820","2020-03-01 00:00:00","980.000","0.000","0.000","17.000","0.630","906.900","","0.000","-99.000","-99.000","-99.000","21.900","","14.000",""
"C0G870","2020-03-01 00:00:00","12.000","0.000","0.000","20.600","0.850","1013.600","","0.000","-99.000","-99.000","-99.000","26.700","","17.800",""
"C0R530","2020-03-01 00:00:00","16.000","23.000","0.600","23.800","0.730","1012.100","","0.000","-99.000","-99.000","-99.000","26.500","","20.500",""
"C0O840","2020-03-01 00:00:00","134.000","0.000","0.000","21.500","0.940","997.100","","0.000","-99.000","-99.000","-99.000","29.300","","18.400",""
"C0A890","2020-03-01 00:00:00","40.000","0.000","0.000","18.100","0.970","1009.500","","0.000","-99.000","-99.000","-99.000","26.500","","17.100",""
"C0A660","2020-03-01 00:00:00","97.000","0.000","0.000","18.100","0.960","1003.000","","1.500","-99.000","-99.000","-99.000","25.500","","16.200",""
"C0T9H0","2020-03-01 00:00:00","725.000","292.000","0.600","17.300","0.990","934.500","","0.000","-99.000","-99.000","-99.000","23.000","","16.500",""
"C0R270","2020-03-01 00:00:00","51.000","0.000","0.000","22.500","0.980","1007.100","","0.000","-99.000","-99.000","-99.000","29.100","","21.000",""
"C0O980","2020-03-01 00:00:00","18.000","56.000","0.400","21.400","0.930","1013.300","","0.000","-99.000","-99.000","-99.000","31.400","","18.500",""
"C0T9I0","2020-03-01 00:00:00","152.000","0.000","0.000","19.900","0.940","998.300","","0.000","-99.000","-99.000","-99.000","25.400","","19.300",""
"C0V760","2020-03-01 00:00:00","30.000","58.000","1.200","23.900","0.870","1011.200","","0.000","-99.000","-99.000","-99.000","29.300","","20.700",""
"C0AG90","2020-03-01 00:00:00","25.000","98.000","0.400","20.900","0.870","1012.200","","0.000","-99.000","-99.000","-99.000","28.000","","17.000",""
"C0R570","2020-03-01 00:00:00","37.000","5.000","1.000","23.400","0.870","1008.700","","0.000","-99.000","-99.000","-99.000","29.400","","20.600",""
"C0O900","2020-03-01 00:00:00","9.000","168.000","0.400","22.300","0.990","1013.300","","0.000","-99.000","-99.000","-99.000","30.400","","19.300",""
"C0AD00","2020-03-01 00:00:00","86.000","191.000","1.300","20.700","0.830","1004.500","","0.000","-99.000","-99.000","-99.000","25.900","","17.000",""
"C0V700","2020-03-01 00:00:00","24.000","0.000","0.200","24.700","0.800","1010.500","","0.000","-99.000","-99.000","-99.000","28.600","","22.500",""
"C0AH00","2020-03-01 00:00:00","38.000","0.000","0.000","19.500","1.000","1009.900","","0.000","-99.000","-99.000","-99.000","26.800","","17.500",""
"C0X080","2020-03-01 00:00:00","2.000","0.000","0.000","19.800","0.950","1013.800","","0.000","-99.000","-99.000","-99.000","30.800","","17.300",""
"C0G910","2020-03-01 00:00:00","42.000","0.000","0.000","22.800","0.810","1010.200","","0.000","-99.000","-99.000","-99.000","27.500","","19.300",""
"C0I480","2020-03-01 00:00:00","2165.000","0.000","0.000","9.900","0.830","789.600","","0.000","-99.000","-99.000","-99.000","14.200","","6.000",""
"C0A860","2020-03-01 00:00:00","362.000","0.000","0.000","18.300","1.000","973.100","","0.000","-99.000","-99.000","-99.000","25.400","","16.700",""
"C0U940","2020-03-01 00:00:00","25.000","0.000","0.200","19.700","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","27.000","","18.300",""
"C0S970","2020-03-01 00:00:00","19.000","289.000","1.800","20.800","0.940","1012.300","","6.500","-99.000","-99.000","-99.000","25.800","","20.700",""
"C0V260","2020-03-01 00:00:00","126.000","22.000","1.200","21.600","0.960","1000.000","","0.000","-99.000","-99.000","-99.000","30.800","","19.000",""
"C0H990","2020-03-01 00:00:00","3076.000","212.000","2.600","3.400","0.680","706.000","","0.000","-99.000","-99.000","-99.000","9.000","","0.700",""
"C0F9K0","2020-03-01 00:00:00","30.000","165.000","0.700","22.200","0.810","1009.300","","0.000","-99.000","-99.000","-99.000","25.800","","18.400",""
"C0AH90","2020-03-01 00:00:00","660.000","0.000","0.000","13.500","0.990","943.300","","0.000","-99.000","-99.000","-99.000","21.600","","11.700",""
"C0W150","2020-03-01 00:00:00","42.000","189.000","0.700","18.600","0.900","1009.800","","0.000","-99.000","-99.000","-99.000","26.600","","16.800",""
"C0F000","2020-03-01 00:00:00","273.000","0.000","0.100","20.400","0.990","981.100","","0.000","-99.000","-99.000","-99.000","26.200","","17.600",""
"C0K410","2020-03-01 00:00:00","20.000","93.000","0.400","22.900","0.800","1010.900","","0.000","-99.000","-99.000","-99.000","28.400","","19.300",""
"C0R140","2020-03-01 00:00:00","740.000","162.000","0.600","17.500","0.960","933.900","","3.000","-99.000","-99.000","-99.000","22.700","","15.900",""
"C0V800","2020-03-01 00:00:00","256.000","107.000","0.500","21.000","0.890","983.800","","0.000","-99.000","-99.000","-99.000","29.100","","19.400",""
"C0S830","2020-03-01 00:00:00","288.000","350.000","1.400","20.100","0.970","983.300","","0.000","-99.000","-99.000","-99.000","28.000","","19.600",""
"C0S920","2020-03-01 00:00:00","98.000","300.000","0.800","20.400","0.900","998.400","","7.000","-99.000","-99.000","-99.000","26.900","","20.000",""
"C0V640","2020-03-01 00:00:00","35.000","42.000","1.800","23.400","0.830","1010.300","","0.000","-99.000","-99.000","-99.000","28.200","","20.100",""
"C0AH80","2020-03-01 00:00:00","68.000","0.000","0.000","18.500","0.980","1006.200","","0.000","-99.000","-99.000","-99.000","27.200","","16.400",""
"C0K250","2020-03-01 00:00:00","12.000","0.000","0.200","20.600","0.960","1012.900","","0.000","-99.000","-99.000","-99.000","29.900","","15.000",""
"C0R840","2020-03-01 00:00:00","536.000","263.000","3.300","19.200","-99.000","953.900","","41.500","-99.000","-99.000","-99.000","21.200","","17.100",""
"C0I410","2020-03-01 00:00:00","180.000","9.000","0.300","21.800","0.820","993.200","","0.000","-99.000","-99.000","-99.000","28.200","","17.900",""
"C0M410","2020-03-01 00:00:00","245.000","359.000","1.000","21.000","0.850","982.700","","0.000","-99.000","-99.000","-99.000","31.200","","17.700",""
"C0F9Z0","2020-03-01 00:00:00","3193.000","197.000","5.000","5.200","0.830","695.300","","0.000","10.100","222.000","","11.900","","2.100",""
